"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51","NA52","NA53","NA54","NA55","NA56","NA57","NA58","NA59","NA60","NA61"
"1","MP15NumAmbosMoto","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"320","MP18Cambio","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"321","P18_A_Ambos_Tengo_menos_gastos_Moto","47","44.3","0","NaN","0","NaN","47","44.3","0","NaN","0","NaN","21","56.8","26","37.7","0","NaN","8","24.2","14","53.8","15","60","8","47.1","2","40","0","NaN","16","61.5","13","59.1","9","31","9","31","9","47.4","4","25","5","33.3","7","35","12","66.7","10","55.6","17","36.2","2","25","8","47.1","20","58.8","0","NaN"
"322","P18_A_Ambos_Tengo_m_s_gastos_Moto","6","5.7","0","NaN","0","NaN","6","5.7","0","NaN","0","NaN","4","10.8","2","2.9","0","NaN","3","9.1","0","0","1","4","0","0","2","40","0","NaN","1","3.8","3","13.6","1","3.4","1","3.4","0","0","1","6.2","0","0","1","5","1","5.6","3","16.7","3","6.4","0","0","0","0","3","8.8","0","NaN"
"323","P18_A_Ambos_Estoy_m_s_seguro_Moto","18","17","0","NaN","0","NaN","18","17","0","NaN","0","NaN","2","5.4","16","23.2","0","NaN","7","21.2","5","19.2","4","16","2","11.8","0","0","0","NaN","3","11.5","6","27.3","5","17.2","4","13.8","5","26.3","0","0","2","13.3","4","20","0","0","7","38.9","11","23.4","1","12.5","1","5.9","5","14.7","0","NaN"
"324","P18_A_Ambos_Tengo_m_s_movilidad_Moto","71","67","0","NaN","0","NaN","71","67","0","NaN","0","NaN","28","75.7","43","62.3","0","NaN","19","57.6","19","73.1","18","72","12","70.6","3","60","0","NaN","19","73.1","16","72.7","18","62.1","18","62.1","15","78.9","6","37.5","7","46.7","12","60","16","88.9","15","83.3","31","66","4","50","8","47.1","28","82.4","0","NaN"
"325","P18_A_Ambos_Me_da_m_s_status_Moto","18","17","0","NaN","0","NaN","18","17","0","NaN","0","NaN","7","18.9","11","15.9","0","NaN","5","15.2","4","15.4","2","8","5","29.4","2","40","0","NaN","4","15.4","3","13.6","6","20.7","5","17.2","1","5.3","8","50","1","6.7","2","10","0","0","6","33.3","12","25.5","2","25","2","11.8","2","5.9","0","NaN"
"326","P18_A_Ambos_Me_siento_m_s_libre___independ_Moto","30","28.3","0","NaN","0","NaN","30","28.3","0","NaN","0","NaN","10","27","20","29","0","NaN","10","30.3","7","26.9","6","24","6","35.3","1","20","0","NaN","8","30.8","7","31.8","9","31","6","20.7","5","26.3","7","43.8","4","26.7","5","25","0","0","9","50","14","29.8","2","25","4","23.5","10","29.4","0","NaN"
"327","P18_A_Ambos_Es_m_s_c_modo_Moto","13","12.3","0","NaN","0","NaN","13","12.3","0","NaN","0","NaN","4","10.8","9","13","0","NaN","9","27.3","2","7.7","1","4","1","5.9","0","0","0","NaN","1","3.8","5","22.7","4","13.8","3","10.3","2","10.5","1","6.2","2","13.3","4","20","0","0","4","22.2","7","14.9","0","0","2","11.8","4","11.8","0","NaN"
"328","P18_A_Ambos_Es_m_s_f_cil_y_pr_ctico_para_l_Moto","13","12.3","0","NaN","0","NaN","13","12.3","0","NaN","0","NaN","4","10.8","9","13","0","NaN","3","9.1","6","23.1","2","8","1","5.9","1","20","0","NaN","2","7.7","4","18.2","5","17.2","2","6.9","1","5.3","0","0","0","0","6","30","1","5.6","5","27.8","8","17","0","0","3","17.6","2","5.9","0","NaN"
"329","P18_A_Ambos_Llego_m_s_r_pido_a_mi_destino_Moto","62","58.5","0","NaN","0","NaN","62","58.5","0","NaN","0","NaN","21","56.8","41","59.4","0","NaN","15","45.5","19","73.1","16","64","11","64.7","1","20","0","NaN","16","61.5","17","77.3","14","48.3","15","51.7","14","73.7","6","37.5","7","46.7","11","55","13","72.2","11","61.1","25","53.2","5","62.5","9","52.9","23","67.6","0","NaN"
"330","P18_A_Ambos_Mi_vida_es_m_s_f_cil_Moto","27","25.5","0","NaN","0","NaN","27","25.5","0","NaN","0","NaN","8","21.6","19","27.5","0","NaN","7","21.2","6","23.1","8","32","4","23.5","2","40","0","NaN","7","26.9","10","45.5","7","24.1","3","10.3","6","31.6","3","18.8","2","13.3","5","25","2","11.1","9","50","12","25.5","1","12.5","4","23.5","10","29.4","0","NaN"
"331","P18_A_Ambos_Me_resuelve_problemas___me_sac_Moto","40","37.7","0","NaN","0","NaN","40","37.7","0","NaN","0","NaN","15","40.5","25","36.2","0","NaN","13","39.4","12","46.2","7","28","6","35.3","2","40","0","NaN","8","30.8","12","54.5","15","51.7","5","17.2","6","31.6","4","25","6","40","3","15","6","33.3","15","83.3","19","40.4","2","25","5","29.4","14","41.2","0","NaN"
"332","P18_A_Ambos_Otro__especificar_Moto","6","5.7","0","NaN","0","NaN","6","5.7","0","NaN","0","NaN","1","2.7","5","7.2","0","NaN","2","6.1","1","3.8","2","8","1","5.9","0","0","0","NaN","2","7.7","1","4.5","2","6.9","1","3.4","0","0","1","6.2","1","6.7","3","15","0","0","1","5.6","3","6.4","1","12.5","2","11.8","0","0","0","NaN"
"333","Total","106","100","0","NaN","0","NaN","106","100","0","NaN","0","NaN","37","100","69","100","0","NaN","33","100","26","100","25","100","17","100","5","100","0","NaN","26","100","22","100","29","100","29","100","19","100","16","100","15","100","20","100","18","100","18","100","47","100","8","100","17","100","34","100","0","NaN"
"334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"335","MP18TransporteEficiente","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"336","De todas maneras tendrías auto y moto","63","59.4","0","NaN","0","NaN","63","59.4","0","NaN","0","NaN","25","67.6","38","55.1","0","NaN","18","54.5","16","61.5","15","60","11","64.7","3","60","0","NaN","17","65.4","12","54.5","18","62.1","16","55.2","7","36.8","8","50","10","66.7","13","65","13","72.2","12","66.7","27","57.4","4","50","12","70.6","20","58.8","0","NaN"
"337","De todas maneras tendrías auto","15","14.2","0","NaN","0","NaN","15","14.2","0","NaN","0","NaN","6","16.2","9","13","0","NaN","6","18.2","4","15.4","4","16","1","5.9","0","0","0","NaN","3","11.5","2","9.1","5","17.2","5","17.2","0","0","2","12.5","4","26.7","2","10","4","22.2","3","16.7","8","17","1","12.5","3","17.6","3","8.8","0","NaN"
"338","De todas maneras tendrías moto","15","14.2","0","NaN","0","NaN","15","14.2","0","NaN","0","NaN","1","2.7","14","20.3","0","NaN","5","15.2","4","15.4","1","4","3","17.6","2","40","0","NaN","2","7.7","6","27.3","3","10.3","4","13.8","7","36.8","4","25","1","6.7","2","10","0","0","1","5.6","5","10.6","1","12.5","1","5.9","8","23.5","0","NaN"
"339","No tendría auto ni moto y usaría el transporte público","5","4.7","0","NaN","0","NaN","5","4.7","0","NaN","0","NaN","4","10.8","1","1.4","0","NaN","1","3","1","3.8","1","4","2","11.8","0","0","0","NaN","3","11.5","1","4.5","0","0","1","3.4","0","0","1","6.2","0","0","2","10","1","5.6","1","5.6","1","2.1","0","0","1","5.9","3","8.8","0","NaN"
"340","No tendría auto y usaría el transporte público","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"341","No tendría moto y usaría el transporte público","1","0.9","0","NaN","0","NaN","1","0.9","0","NaN","0","NaN","0","0","1","1.4","0","NaN","0","0","0","0","1","4","0","0","0","0","0","NaN","0","0","0","0","0","0","1","3.4","0","0","0","0","0","0","1","5","0","0","0","0","1","2.1","0","0","0","0","0","0","0","NaN"
"342","No sabe / no contestó","1","0.9","0","NaN","0","NaN","1","0.9","0","NaN","0","NaN","1","2.7","0","0","0","NaN","0","0","0","0","1","4","0","0","0","0","0","NaN","1","3.8","0","0","0","0","0","0","0","0","1","6.2","0","0","0","0","0","0","0","0","1","2.1","0","0","0","0","0","0","0","NaN"
"343","Total","106","100","0","NaN","0","NaN","106","100","0","NaN","0","NaN","37","100","69","100","0","NaN","33","100","26","100","25","100","17","100","5","100","0","NaN","26","100","22","100","29","100","29","100","19","100","16","100","15","100","20","100","18","100","18","100","47","100","8","100","17","100","34","100","0","NaN"
"344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"345","MP18C1","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"346","1","40","37.7","0","NaN","0","NaN","40","37.7","0","NaN","0","NaN","19","51.4","21","30.4","0","NaN","6","18.2","12","46.2","13","52","8","47.1","1","20","0","NaN","11","42.3","7","31.8","8","27.6","14","48.3","10","52.6","3","18.8","0","0","9","45","14","77.8","4","22.2","15","31.9","3","37.5","10","58.8","12","35.3","0","NaN"
"347","2","34","32.1","0","NaN","0","NaN","34","32.1","0","NaN","0","NaN","10","27","24","34.8","0","NaN","15","45.5","9","34.6","6","24","4","23.5","0","0","0","NaN","7","26.9","9","40.9","12","41.4","6","20.7","5","26.3","2","12.5","9","60","7","35","2","11.1","9","50","18","38.3","2","25","2","11.8","12","35.3","0","NaN"
"348","3","32","30.2","0","NaN","0","NaN","32","30.2","0","NaN","0","NaN","8","21.6","24","34.8","0","NaN","12","36.4","5","19.2","6","24","5","29.4","4","80","0","NaN","8","30.8","6","27.3","9","31","9","31","4","21.1","11","68.8","6","40","4","20","2","11.1","5","27.8","14","29.8","3","37.5","5","29.4","10","29.4","0","NaN"
"349","Total","106","100","0","NaN","0","NaN","106","100","0","NaN","0","NaN","37","100","69","100","0","NaN","33","100","26","100","25","100","17","100","5","100","0","NaN","26","100","22","100","29","100","29","100","19","100","16","100","15","100","20","100","18","100","18","100","47","100","8","100","17","100","34","100","0","NaN"
"350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"351","MP18C2","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"352","1","11","10.4","0","NaN","0","NaN","11","10.4","0","NaN","0","NaN","4","10.8","7","10.1","0","NaN","1","3","3","11.5","4","16","3","17.6","0","0","0","NaN","2","7.7","2","9.1","2","6.9","5","17.2","1","5.3","2","12.5","1","6.7","5","25","2","11.1","0","0","5","10.6","1","12.5","2","11.8","3","8.8","0","NaN"
"353","2","51","48.1","0","NaN","0","NaN","51","48.1","0","NaN","0","NaN","16","43.2","35","50.7","0","NaN","17","51.5","13","50","11","44","9","52.9","1","20","0","NaN","13","50","10","45.5","14","48.3","14","48.3","13","68.4","6","37.5","6","40","9","45","10","55.6","7","38.9","22","46.8","2","25","9","52.9","18","52.9","0","NaN"
"354","3","44","41.5","0","NaN","0","NaN","44","41.5","0","NaN","0","NaN","17","45.9","27","39.1","0","NaN","15","45.5","10","38.5","10","40","5","29.4","4","80","0","NaN","11","42.3","10","45.5","13","44.8","10","34.5","5","26.3","8","50","8","53.3","6","30","6","33.3","11","61.1","20","42.6","5","62.5","6","35.3","13","38.2","0","NaN"
"355","Total","106","100","0","NaN","0","NaN","106","100","0","NaN","0","NaN","37","100","69","100","0","NaN","33","100","26","100","25","100","17","100","5","100","0","NaN","26","100","22","100","29","100","29","100","19","100","16","100","15","100","20","100","18","100","18","100","47","100","8","100","17","100","34","100","0","NaN"
"356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"357","MP18C3","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"358","1","8","7.5","0","NaN","0","NaN","8","7.5","0","NaN","0","NaN","3","8.1","5","7.2","0","NaN","3","9.1","3","11.5","0","0","2","11.8","0","0","0","NaN","1","3.8","3","13.6","4","13.8","0","0","1","5.3","0","0","2","13.3","3","15","1","5.6","1","5.6","4","8.5","1","12.5","0","0","3","8.8","0","NaN"
"359","2","49","46.2","0","NaN","0","NaN","49","46.2","0","NaN","0","NaN","18","48.6","31","44.9","0","NaN","12","36.4","12","46.2","17","68","7","41.2","1","20","0","NaN","12","46.2","7","31.8","12","41.4","18","62.1","12","63.2","5","31.2","6","40","12","60","9","50","5","27.8","22","46.8","2","25","10","58.8","15","44.1","0","NaN"
"360","3","49","46.2","0","NaN","0","NaN","49","46.2","0","NaN","0","NaN","16","43.2","33","47.8","0","NaN","18","54.5","11","42.3","8","32","8","47.1","4","80","0","NaN","13","50","12","54.5","13","44.8","11","37.9","6","31.6","11","68.8","7","46.7","5","25","8","44.4","12","66.7","21","44.7","5","62.5","7","41.2","16","47.1","0","NaN"
"361","Total","106","100","0","NaN","0","NaN","106","100","0","NaN","0","NaN","37","100","69","100","0","NaN","33","100","26","100","25","100","17","100","5","100","0","NaN","26","100","22","100","29","100","29","100","19","100","16","100","15","100","20","100","18","100","18","100","47","100","8","100","17","100","34","100","0","NaN"
"362",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"363","MP18C4","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"364","1","12","11.3","0","NaN","0","NaN","12","11.3","0","NaN","0","NaN","4","10.8","8","11.6","0","NaN","5","15.2","2","7.7","3","12","2","11.8","0","0","0","NaN","2","7.7","3","13.6","4","13.8","3","10.3","0","0","0","0","3","20","5","25","2","11.1","2","11.1","7","14.9","0","0","1","5.9","4","11.8","0","NaN"
"365","2","50","47.2","0","NaN","0","NaN","50","47.2","0","NaN","0","NaN","20","54.1","30","43.5","0","NaN","14","42.4","13","50","14","56","9","52.9","0","0","0","NaN","13","50","9","40.9","13","44.8","15","51.7","12","63.2","6","37.5","5","33.3","11","55","10","55.6","6","33.3","17","36.2","5","62.5","11","64.7","17","50","0","NaN"
"366","3","44","41.5","0","NaN","0","NaN","44","41.5","0","NaN","0","NaN","13","35.1","31","44.9","0","NaN","14","42.4","11","42.3","8","32","6","35.3","5","100","0","NaN","11","42.3","10","45.5","12","41.4","11","37.9","7","36.8","10","62.5","7","46.7","4","20","6","33.3","10","55.6","23","48.9","3","37.5","5","29.4","13","38.2","0","NaN"
"367","Total","106","100","0","NaN","0","NaN","106","100","0","NaN","0","NaN","37","100","69","100","0","NaN","33","100","26","100","25","100","17","100","5","100","0","NaN","26","100","22","100","29","100","29","100","19","100","16","100","15","100","20","100","18","100","18","100","47","100","8","100","17","100","34","100","0","NaN"
"368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
